UserID,Username,Password,Role
USR00425,vfreeman,cSiYJXU%_7,admin
USR00426,hallmichelle,NxS6y7XfY!,customer
USR00427,nicole50,!vGrXykGg7,customer
USR00428,richardsmith,%#8Pz1sIoo,admin
USR00429,sheri82,V2Qk8bFF!#,admin
USR00430,richardryan,(MGzGB9g80,admin
USR00431,garciawendy,_4C)kaWjk3,customer
USR00432,ejones,(4IUGMWwV!,customer
USR00433,smithcarla,(73ZwHYar%,admin
USR00434,cynthiabell,(%7L#br+*r,customer
USR00435,priceemily,g+*4dJ#e6z,staff
USR00436,iwright,FGX9DNpAR),staff
USR00437,roseeric,1o9KQIk8F(,customer
USR00438,jsmith,75BuAnPu!f,customer
USR00439,melissapreston,m83T9T+pa^,admin
USR00440,joannabrown,yez#8WDz(4,admin
USR00441,wtyler,g1H&BbKG(5,staff
USR00442,skinnerwilliam,x0H@Q6IzRg,staff
USR00443,klee,%6ZBxG37jD,staff
USR00444,kaitlinortiz,OS6I6c_u&c,admin
USR00445,ryan41,CC)9cVkwE$,admin
USR00446,mitchellmartin,@h0tLp#bbF,admin
USR00447,matthewblake,wZwG(4Hh^1,admin
USR00448,johnathanmckinney,o!P2WzKo#z,staff
USR00449,eramirez,)vmOurE93l,staff
USR00450,blairkaren,F+q2xwZhK(,customer
USR00451,santiagojessica,z_81bmTwge,customer
USR00452,xthomas,6&^8Ft7VAk,customer
USR00453,wesley99,$WCAjulw5E,admin
USR00454,urodriguez,2%Y75Q@ceg,admin
USR00455,qrichards,$U!1Ipo7kT,customer
USR00456,jake33,&1mvQx*j!!,admin
USR00457,joseadams,&mekXrlaZ2,admin
USR00458,sporter,A%P8ROAFSc,admin
USR00459,marksalazar,d8(5Wz6#U!,customer
USR00460,bford,6&JS6rlr(b,customer
USR00461,marissafarmer,Ln5*Wnvbl$,customer
USR00462,ricardojones,y1HigloA!9,customer
USR00463,morgangray,(#RVmNeSV4,admin
USR00464,jason41,E)^5VRKk$2,staff
USR00465,mayorodney,e)4oXV%zJu,staff
USR00466,mhill,AjmJTv1r#4,customer
USR00467,ellisthomas,j^R8hjNiZ@,customer
USR00468,zmiller,vawXD5$6#2,customer
USR00469,nunezanthony,IW(%+0MsQk,customer
USR00470,jeffreyjames,z@g8jAc%#F,staff
USR00471,robertsanders,^cV8Vdj75i,customer
USR00472,fchristensen,w(C6Oo9hZ(,admin
USR00473,nicolemoore,n#02#DnzRS,admin
USR00474,patrickjohnson,o)qio7Eivk,staff
USR00475,vburns,(fC5LN9n^9,staff
USR00476,jeffreytaylor,$_u2O$Bdo$,admin
USR00477,kylesalinas,&6P2kCz@4g,staff
USR00478,carsonjennifer,Y96UdlQK)6,admin
USR00479,matthewolson,KE!(4UzPC),admin
USR00480,lesliecole,LTJZ4rXf_m,admin
USR00481,gmartin,d5saBYmd+p,admin
USR00482,ehernandez,yi2J28aL##,customer
USR00483,elizabeth79,I6P7Uw*w@U,admin
USR00484,lwilliams,^l7#M7Rne3,customer
USR00485,gonzalezashley,5uN_O6Lp_t,admin
USR00486,vcarr,^hD95!$u7N,customer
USR00487,montoyamatthew,5ZNLsH*%@M,customer
USR00488,zmata,5MB3)^(m(m,admin
USR00489,droberson,j3F5Z0*y!o,admin
USR00490,bsmith,g^a3AeG0!6,staff
USR00491,ajohnson,F5VdUqBb+7,customer
USR00492,johnmckay,wVNDChPE*8,admin
USR00493,jennifernichols,&)a3Hi^h1#,admin
USR00494,henryheather,w*31PwpQeG,admin
USR00495,huberjohn,+A4RD3jkeP,admin
USR00496,davidgomez,Ud0_Ezog&4,staff
USR00497,hansonsamuel,$O45vZtAG0,customer
USR00498,arthurgarrett,Sw53IL#j$n,customer
USR00499,andrewreyes,G5N&S!xe$Q,staff
USR00500,lbrown,a_8Kk))((h,customer
USR00501,fitzgeraldbrenda,Ci6D)NIyy^,staff
USR00502,harold73,_S_8Si^nIQ,staff
USR00503,christopher68,2+gR6D(b&D,customer
USR00504,frankferguson,M%5DRobF!6,admin
USR00505,hillmelinda,&_WeQpQo%1,admin
USR00506,angela56,)@2L!Liz&3,admin
USR00507,zachary82,_h2g%Vs7!3,admin
USR00508,jimenezjeremy,+h*0XLVf#$,customer
USR00509,dwarner,l%4G2mQ)_*,admin
USR00510,nmendoza,i)!0PUZdzK,customer
USR00511,william62,@ISCudQ69j,customer
USR00512,yford,_9_K3Sio!U,staff
USR00513,susanmccormick,*_3BOyYy$N,staff
USR00514,salasjohn,o8u0FLGg&0,customer
USR00515,lisa94,@5mfS2Uf*N,admin
USR00516,priley,0#3OBBUnR&,staff
USR00517,destiny12,)0K!PPpIqh,customer
USR00518,xolsen,a78qjL&%&q,customer
USR00519,chenmark,)^QKoT@oD6,customer
USR00520,cookdakota,!@5uYRp$64,customer
USR00521,timothysnyder,^23ZRr^yv5,customer
USR00522,rayholmes,D7^SqLp)#6,customer
USR00523,gsloan,9jo%5LgOQU,admin
USR00524,rcarr,(9IGg4xs^^,staff
USR00525,camachokenneth,6%!u8*Je8a,staff
USR00526,atucker,W_ER1xOz^7,staff
USR00527,xcarr,&@J6LbUen1,admin
USR00528,ejones,$1NU#PG+4o,staff
USR00529,robertreyes,hQ#7Upm$Xz,admin
USR00530,ginalopez,x8Q4nWww@G,staff
USR00531,jflores,^4jay8JDki,admin
USR00532,denisebennett,l2VDDWgm!m,staff
USR00533,johnsondaniel,*04Bxn8Xsw,customer
USR00534,whitneysparks,5r(P42UkQP,customer
USR00535,klewis,_YIY80Rel&,customer
USR00536,julie76,)%g2ZFa+RX,staff
USR00537,shannonmorris,vju0AeyJ^+,staff
USR00538,collinsryan,@2J$2hXqDg,admin
USR00539,colleen62,&ri(4KC70+,admin
USR00540,usnyder,6OCUH6Hb&@,staff
USR00541,caitlin81,(@OoltQ5g0,customer
USR00542,tuckersusan,25bUb_Bq#5,staff
USR00543,copelandjennifer,(mSUdHGn9N,admin
USR00544,udaniel,qF^eU5RiVh,customer
USR00545,andrewmorris,C(KiV!AZ)4,staff
USR00546,maria48,S(@Jb7Ko!u,staff
USR00547,jeffreyhanna,X@33eYLenn,staff
USR00548,qrodriguez,#e9FXJuo&z,admin
USR00549,catherinewillis,$1J4NhX2^l,admin
USR00550,scottjade,d%H1RruSGo,customer
USR00551,garciapatrick,$+)8eU4hG5,admin
USR00552,brianshelton,@5Rul$BjwW,customer
USR00553,nwong,$5l&_ABbm6,staff
USR00554,rebecca67,I@9ExNlB_a,customer
USR00555,richardsonedward,4qaO1FlP$7,customer
USR00556,frenchchristine,e*8Mk(nc_3,customer
USR00557,courtneyayala,jyWx3FkS^t,staff
USR00558,annamorris,GO(8LJbQZj,admin
USR00559,loganwhite,bu(1Lkj8JU,staff
USR00560,gsutton,kS4I2)fa7_,staff
USR00561,laurenbaker,@m9mDHcf5X,staff
USR00562,moorerandall,vDpgADCd_8,customer
USR00563,hughesphillip,DSJ644@vt),staff
USR00564,kristy83,_zXY&x+E@4,admin
