CustomerID,BranchID,GuestCount,BookingDate,ArrivalTime,Notes,GuestName,GuestPhone,DeliveryType,DeliveryAddress,DeliveryFee,Status
642a7a9a-9697-410b-9cc4-ce2c8af3ce04,32f99ce1-4dd0-48d9-bc10-29be3b8dbbc5,3,2024-12-10,16:30,,Huỳnh Thị Phương,0881401892,DINE_IN,,0,CONFIRMED
44c20862-7326-41aa-b188-bc665b9757f7,725587f6-fa2c-4d08-9c32-950b609655b0,7,2024-12-15,14:30,,Trần Anh Hoàng,0968329983,DINE_IN,,0,CANCELLED
87d14a4e-1062-44b6-ac01-a6ac1bd5e288,45ac9d0b-922f-46c7-a443-ad135dc435d9,5,2024-12-12,16:45,Need high chair for baby,Đỗ Hồng Minh,0723723304,DINE_IN,,0,CONFIRMED
956a6bda-cd77-4a39-bafe-d2f0c5fa6d7e,493ab6da-6ec2-47cf-8507-4ada6586abd1,4,2024-12-31,,No wasabi,Vũ Minh Phương,0848310083,DELIVERY,,52759.654891463324,CONFIRMED
89c20270-78f4-4f38-9613-bbc6c0d759aa,a04ad2b3-772a-4231-9e66-e86202dddcad,8,2024-12-31,11:45,Birthday celebration,Nguyễn Hữu Phương,0732169095,DINE_IN,,0,CONFIRMED
ab027df6-b4bb-4b5a-a0c6-cd251aa23ae8,13417a76-97e9-4984-a18b-305fdeaab4e4,5,2024-12-17,16:15,Window seat preferred,Bùi Anh Hoa,0515774605,DINE_IN,,0,CONFIRMED
0340b2ac-b29a-460b-a815-9f9859de85d3,8bbeae3b-5d3d-4e5e-8d92-252e5fe47b7b,3,2024-12-25,10:30,Window seat preferred,Bùi Minh Anh,0595021759,DINE_IN,,0,CANCELLED
10d99cac-81c2-4931-8fdf-ae9d12699c4e,ca270ba9-5e53-45e2-b3e6-a84457af3116,4,2025-01-05,,Leave at door,Trần Quang Hương,0378008000,DELIVERY,,37606.68872683792,CONFIRMED
7f36cd88-ec12-4a3a-8286-18a7b7fc9bcd,5167eeba-6eb7-40ab-9a51-2f0d34062359,8,2024-12-29,14:45,Need high chair for baby,Lê Văn Hùng,0940510375,DINE_IN,,0,CONFIRMED
11344a81-96f3-4f07-8b87-002388c23807,4fcbe066-680d-432b-8062-89bb22c47cac,5,2025-01-05,16:30,Birthday celebration,Huỳnh Đức Hùng,0926286620,DINE_IN,,0,CONFIRMED
c22b28fa-a2dd-41d3-ab00-d4020186a99c,266e711b-5cb5-4885-919e-b1cf1a77462e,8,2024-12-14,15:15,,Đặng Thị Hương,0821206745,DINE_IN,,0,CONFIRMED
92545d36-33bd-4829-acc6-012feb196bdf,dbff5ba2-7d90-41aa-841f-981ec21c1589,4,2025-01-06,17:00,,Vũ Thị Tú,0313872329,TAKEAWAY,,0,PENDING
27cd9a3b-db85-47cc-8ee9-68e14df4ded7,f90deae5-f725-4c00-998d-f157a97abe1c,2,2024-12-14,19:45,Need high chair for baby,Vũ Hữu Nam,0300145745,DINE_IN,,0,CONFIRMED
eebd451d-9319-4c9d-943e-71a3be63b0f3,4c8c4f1b-126d-4ded-9c4f-33ac2247b11b,4,2024-12-16,13:45,Extra soy sauce,Đỗ Văn Đức,0760551565,TAKEAWAY,,0,CONFIRMED
47dc02bc-884d-4090-b26a-3bf571323f95,4b4d17a0-70a2-4656-a71e-f36bd571b08a,6,2024-12-07,18:30,Birthday celebration,Huỳnh Quang Phương,0366936855,DINE_IN,,0,CANCELLED
747205fd-7c85-4d77-a42e-04f80ac40cbe,cb38d342-e0b2-4465-a9a5-f9d6d0cec6b9,2,2024-12-03,17:15,Need high chair for baby,Bùi Thị Hương,0799559842,DINE_IN,,0,CONFIRMED
79d04ab1-9e17-4fe0-b571-0e59b160dc37,24c3fc2c-6cf8-4be3-aa46-4828809379a7,2,2024-12-31,,,Trần Tuấn Đức,0367393494,DELIVERY,,32402.199063357428,CANCELLED
8d63e77f-4ea3-4e3e-b286-947ecd112a4a,f69c9e0b-f78b-4865-94ff-cb4662d1dc24,4,2024-12-30,,Please call before delivery,Võ Hồng Anh,0932288871,DELIVERY,,24668.711140425366,CONFIRMED
800ce52e-7257-48d0-9ecb-0e9cdf5ed57a,832a1d26-8f10-4e2e-896c-0be50dfc0446,4,2025-01-09,,Leave at door,Huỳnh Hoàng Linh,0502113814,DELIVERY,,47684.809176531286,PENDING
f2593bf4-1b8f-4440-973e-294db1372cb6,7e38a0bc-b66a-437d-98f3-13db2598f4ec,6,2024-12-16,16:15,Need high chair for baby,Lê Đức Tú,0748321366,DINE_IN,,0,CONFIRMED
4e436ee6-ebbe-45ac-bc02-fdc51904961a,45216cc0-88c0-4037-859c-aac49f128fe6,2,2024-12-06,,Leave at door,Vũ Thanh Đức,0542054661,DELIVERY,,15000,CONFIRMED
746aef03-5ee4-4138-a57e-d5aaa2ef74a9,27a84165-0a40-4415-a6d8-da7fd619d4f7,2,2024-12-17,,Please call before delivery,Đỗ Anh Minh,0370914401,DELIVERY,,42092.01811888197,CONFIRMED
bc9632a9-6e7a-41cf-831c-7da54f88912d,33eb726d-2084-4a0e-98de-114f5c2180b9,8,2024-12-25,16:15,Birthday celebration,Đặng Đức Hùng,0518732172,DINE_IN,,0,CONFIRMED
ba7c2537-1b6f-4294-8941-12667bd9261c,a23e9325-1db7-48c4-b9f7-78341eae0d2d,2,2024-12-20,,,Võ Thị Nam,0880983035,DELIVERY,,35742.882491273056,CONFIRMED
b9d6f8b8-caf2-4c17-9815-bc96719458e0,ab296346-4b39-4e0c-9d0d-9daf3c952b89,3,2024-12-21,21:30,Extra soy sauce,Đặng Anh Minh,0592729798,TAKEAWAY,,0,CANCELLED
4b67abcc-8eb8-4b30-a9b9-086b98aaa013,f5dd0917-de42-437d-9c7c-c5efe131e695,4,2025-01-06,,Please call before delivery,Trần Anh Anh,0965993966,DELIVERY,,49471.829461707646,PENDING
684483b3-df24-4d90-92f8-a82e0ed2c9ba,399a5850-9da9-4a25-aeee-0739c9363c44,6,2024-12-11,13:30,,Huỳnh Minh Anh,0856714930,DINE_IN,,0,CONFIRMED
7f5c4165-ffa2-4d51-9e5e-b893ba6ed059,ba070cf5-e7ca-4dba-994e-08bf71aef71b,6,2024-12-21,10:30,Window seat preferred,Phan Quang Đức,0972862161,DINE_IN,,0,CONFIRMED
4f54238c-707b-4d17-ad4a-2ab579f5723b,c6168b4d-c313-4bce-8f55-76fa70a3ffe6,1,2024-12-10,,No wasabi,Bùi Thanh Đức,0346911704,DELIVERY,,43451.358093644,CONFIRMED
4e9bbff4-6567-4c6b-95a1-f45793636341,f0b61f78-306f-4f60-b760-7aeff7cac2ac,8,2024-12-20,15:00,Birthday celebration,Võ Minh Hùng,0949674538,DINE_IN,,0,CONFIRMED
4cf70f83-580d-43c8-9ba5-0c18347e04ec,4eca09af-9def-4160-9b9d-ed19a3c04f5e,2,2024-12-26,11:30,Birthday celebration,Vũ Tuấn Hương,0532853931,DINE_IN,,0,CONFIRMED
d66901f7-dec2-417a-ab6a-df94b0e26953,abc08512-e057-4fe3-a149-cbf6142f405d,2,2024-12-11,,,Hoàng Thị Đức,0590498961,DELIVERY,,15000,CONFIRMED
1f48b7a0-4f25-4fe5-9f48-dccf66043bcf,5167eeba-6eb7-40ab-9a51-2f0d34062359,3,2024-12-14,,Please call before delivery,Huỳnh Thị Minh,0912524868,DELIVERY,,47508.79257587716,CONFIRMED
6d93a29d-9e1f-4868-af3f-e35383a9cc80,e0136208-65af-47cd-b5d7-36d4d8fabc02,6,2024-12-28,12:30,Need high chair for baby,Hoàng Quang Linh,0872894072,DINE_IN,,0,CONFIRMED
3e8cf194-c8bf-477e-ad01-f84a3c9ceb50,7e370c5b-2f23-47bf-91be-8d19e9a34a74,4,2024-12-23,21:30,Extra chopsticks please,Vũ Thị Thảo,0953841955,TAKEAWAY,,0,CONFIRMED
e6a8e528-f4c1-47b1-8723-fbac401717a3,264d6b0d-55f1-423f-a402-f294567457f9,2,2024-12-18,,Leave at door,Huỳnh Minh Phương,0856894703,DELIVERY,,22238.85306153203,CANCELLED
e074e55f-d931-4a64-93fc-ee3029f11721,ec7fd0f9-087e-4a7e-825e-c614d9d46740,3,2024-12-06,15:00,Birthday celebration,Lê Anh Hương,0813161155,DINE_IN,,0,CONFIRMED
cb55801f-6677-400d-8b2e-2e4d6e4312b0,2d87af64-ebfb-4bf6-b3bf-c4c54f3f3535,4,2024-12-21,,Please call before delivery,Đặng Minh Anh,0521046745,DELIVERY,,39001.17801464672,CONFIRMED
de4abcbb-3c40-45b1-8306-b081ee78ad35,7f821a66-ca4e-440b-90c4-5cdb19bef503,7,2025-01-06,21:30,Need high chair for baby,Huỳnh Tuấn Linh,0972094099,DINE_IN,,0,CONFIRMED
51edf276-d0dd-4da9-a86b-8b034fa6138a,747409e3-ab5a-4d91-ae19-01555b4ede4a,8,2024-12-27,16:45,Birthday celebration,Bùi Hoàng Đức,0318771617,DINE_IN,,0,CANCELLED
f22f31c2-ceab-4c3c-9f7f-5b33ce835645,9bac5079-66e6-4b69-9aa9-48742f84a446,2,2024-12-26,11:45,Birthday celebration,Đỗ Hồng Hương,0309306104,DINE_IN,,0,CANCELLED
e0fe714e-f459-4e32-8842-28ae96703bc1,3fd549be-2dc9-49b6-b96f-f2220c1a480d,2,2024-12-26,20:15,Extra chopsticks please,Nguyễn Anh Hoàng,0894856437,TAKEAWAY,,0,CONFIRMED
d3526dac-f5f4-4141-b905-f8f42672ab52,91bae70b-b4e0-417a-8de8-64db3d087ab0,3,2024-12-06,19:15,,Võ Đức Thảo,0562724103,DINE_IN,,0,CONFIRMED
35e1a3d2-2f0d-41b0-9e80-1dc8a7e13443,951ed26d-1dc8-4310-8b55-f4013bc3892f,2,2024-12-21,,Please call before delivery,Nguyễn Minh Minh,0838201944,DELIVERY,,45058.56148000323,CONFIRMED
87683ae0-1732-425b-a08e-0ec5ed70c2be,40eb9d8f-5716-442b-a10c-bffa52448717,3,2025-01-03,12:45,Extra chopsticks please,Nguyễn Quang Nam,0582945865,TAKEAWAY,,0,CONFIRMED
e0cb2839-8f97-4725-8419-5399829ff85d,84cd735c-486c-4e44-ac2b-049963dc11fe,5,2024-12-17,13:00,Window seat preferred,Nguyễn Minh Nam,0935490292,DINE_IN,,0,CONFIRMED
0e7c08be-3206-4b1d-9fe5-b575ae74e47a,95b0af6c-259e-4ef1-8b89-4f428835b7c2,5,2024-12-05,20:00,Birthday celebration,Hoàng Hoàng Hương,0919361987,DINE_IN,,0,CONFIRMED
7afe52f1-5433-4bff-bc81-6edf67b6ee9c,82747d7e-bcbe-4f60-8b32-36a8fdbf5ffa,6,2024-12-09,13:45,Window seat preferred,Lê Hữu Anh,0354982784,DINE_IN,,0,CONFIRMED
c10a02a3-f48d-4776-8478-564f439b71e3,689eb242-c77f-4990-b245-875faa73203d,1,2025-01-05,,Leave at door,Võ Minh Linh,0366115909,DELIVERY,,15000,CONFIRMED
a96c1f9a-5352-4ef1-b06d-76c89c8daf08,2dba958e-b2ec-4608-b6f7-71eff609feb9,4,2024-12-03,10:30,Window seat preferred,Bùi Đức Hùng,0578350961,DINE_IN,,0,CONFIRMED
579fc103-d658-4a02-8d46-54e1fcdf2b42,a4c90110-412d-4ea2-8d39-b7df503eac14,6,2024-12-14,11:00,,Đỗ Thị Nam,0353861930,DINE_IN,,0,CONFIRMED
351168ae-57b7-4411-8fc9-8f58d526b897,334afcfa-6e28-4533-b0f1-161fe1b63826,3,2024-12-24,,Leave at door,Đặng Hồng Tú,0992658145,DELIVERY,,24680.21942540117,CONFIRMED
1ea28caf-feb3-44ac-b164-fab4325302c9,42cda3ff-33bb-4862-87c8-6b04071d1abc,1,2024-12-04,,,Trần Minh Hoàng,0814312943,DELIVERY,,43967.96178195734,CONFIRMED
877f50a8-8a9f-4474-94bc-7babd76a4c97,b3952d09-ad18-4fa4-8f9f-099ffaa59e18,4,2024-12-13,21:00,,Nguyễn Hoàng Thảo,0789736984,DINE_IN,,0,CONFIRMED
18c20ed3-8f46-42eb-9e09-9bcdcc3d2e8c,9ed349fe-166b-4e75-a648-d62b41ba9f6f,1,2025-01-04,19:45,Birthday celebration,Hoàng Quang Hoàng,0875200102,DINE_IN,,0,CONFIRMED
eb56b970-cc89-4b0c-9bd1-f8c2fcfceab7,0ba2aed4-05ef-4762-9a14-307dfd645189,5,2024-12-07,19:45,Birthday celebration,Lê Quang Tú,0338202998,DINE_IN,,0,CANCELLED
623532b9-64db-4618-ae03-ab1cf162293a,8e20b949-c609-4b29-a103-3fc0b6383491,1,2024-12-27,18:15,Need high chair for baby,Đỗ Tuấn Đức,0740200309,DINE_IN,,0,CONFIRMED
8df051ae-fa5b-4882-8e5f-d63b4856f383,488ffc3a-8005-4949-8f17-feaee04e73f8,7,2024-12-19,19:30,Need high chair for baby,Phan Hoàng Minh,0902677802,DINE_IN,,0,CONFIRMED
30f077e9-6721-406a-93ed-c86b5a5a1488,4b4d17a0-70a2-4656-a71e-f36bd571b08a,1,2024-12-30,,Leave at door,Vũ Văn Anh,0773435170,DELIVERY,,21109.499269763386,CONFIRMED
ee97fd57-a8ba-448e-b7b4-437d371f3a92,7937a58f-62d0-4be1-8cbb-01d144ce7e66,3,2024-12-17,12:00,Birthday celebration,Vũ Đức Linh,0822686670,DINE_IN,,0,CONFIRMED
6b8acb91-a747-44f6-b26a-db96569d5463,c4614865-d361-4068-8f7f-07951a75ea2e,7,2024-12-06,20:45,,Vũ Quang Tú,0556460922,DINE_IN,,0,CANCELLED
7c5ca883-6c14-4199-a667-4a75514c48f9,3845b1cd-b831-487a-aee5-0cd738cbe342,3,2024-12-14,,,Trần Thị Hoa,0395941728,DELIVERY,,47443.80976315412,CONFIRMED
379010ff-9bbc-499a-b07c-edd0cf77cf9f,9ae18601-508b-42df-a292-0f32869d6887,5,2024-12-26,15:45,Window seat preferred,Huỳnh Văn Hoa,0861350980,DINE_IN,,0,CONFIRMED
1b6f5801-9c28-41dd-9063-78a242218b29,df962f92-8b19-4817-92f0-75a5272654e3,1,2024-12-25,,No wasabi,Đặng Quang Hùng,0776219016,DELIVERY,,49942.409737550675,CANCELLED
49aebfe1-1d10-4882-8913-6e3b9db8f9c8,9d79f956-8316-4dc2-b264-f0cdbaf88e21,3,2024-12-07,13:45,Birthday celebration,Võ Hồng Hoàng,0569953226,DINE_IN,,0,CONFIRMED
bb4e1557-b9c8-459a-9ff2-cf50b3bcf6da,69fa3753-964c-4400-bd32-875155428bcf,1,2024-12-07,,,Trần Quang Tú,0541371450,DELIVERY,,46268.02281883071,CONFIRMED
e3983557-270b-4971-a36a-a8522a47d11b,6e20ce80-a983-4cf3-9ff3-5a8345106b33,1,2024-12-21,,Leave at door,Bùi Anh Nam,0944147177,DELIVERY,,15000,CONFIRMED
e937512d-fb95-4f78-a400-8ba3f9ac5c36,debe195c-3d17-4cc4-a460-ebefa7c60f33,1,2024-12-31,,,Phan Thanh Linh,0375410409,DELIVERY,,45956.566480051624,CONFIRMED
503e5886-e3b8-4a9a-9066-3d00c287ff59,da66c24d-c432-4ed4-b719-2f6ed824bb2d,4,2024-12-11,,Leave at door,Phan Thanh Tú,0535951520,DELIVERY,,24198.253061614687,CONFIRMED
ae31f4ae-5e8a-468e-bf99-d14ca955363f,8215bdf1-4a16-46de-8a4b-60ad27d23b82,6,2025-01-04,15:15,,Võ Hồng Tú,0730440590,DINE_IN,,0,CONFIRMED
d7ba8182-00b9-43fe-9252-2f593256da72,a908f913-8828-4e99-b0ed-04bae9d7053f,2,2024-12-17,14:15,,Hoàng Hoàng Hương,0355946660,TAKEAWAY,,0,CONFIRMED
00669d1a-84b8-428b-a6c4-d81c9ab96370,063c1d6e-760e-44b0-8369-70ab1c96e229,7,2025-01-08,19:15,Window seat preferred,Đỗ Văn Đức,0821731381,DINE_IN,,0,CONFIRMED
6bd0edfd-ea47-4799-bfd4-b31734f0c267,fd363338-12f0-466f-9c98-efbbc527c430,4,2024-12-12,10:15,,Trần Hoàng Nam,0568502907,DINE_IN,,0,CONFIRMED
55b905b1-6c2f-4a89-9b98-def7b694a856,b1d4f820-01bb-4fbe-9b54-23b809affebf,1,2024-12-18,10:00,Extra chopsticks please,Hoàng Hữu Minh,0760274466,TAKEAWAY,,0,CONFIRMED
8bb13933-119a-40d9-b0b8-7f6a605a8391,88a7e0d2-2ded-44f7-aca6-4006fc2b796c,1,2025-01-07,13:45,,Trần Tuấn Nam,0871471797,DINE_IN,,0,CONFIRMED
07ea9b9d-1412-4895-835c-00dd88e90b20,40385cf6-61dc-41f9-9b85-991c9e0fdfb6,5,2024-12-08,19:30,,Nguyễn Đức Minh,0549979809,DINE_IN,,0,CONFIRMED
adc5013f-ddc2-4e57-92a7-63a5a131daf2,4876f1bf-d1f4-46dd-94f2-dcdeb878e65d,5,2024-12-16,18:15,Need high chair for baby,Nguyễn Văn Hoa,0365069533,DINE_IN,,0,CONFIRMED
054138c5-efa5-4dfd-a513-6895098512f8,0205fe20-dae3-475c-9691-ccae2f95ff2f,1,2024-12-26,18:15,,Đặng Đức Hoàng,0955803227,TAKEAWAY,,0,CONFIRMED
98d03a55-cafc-495b-8c99-9e34b5a931c9,6e86c54f-452b-4e44-b10a-62e853541ff3,4,2025-01-01,18:45,Extra chopsticks please,Võ Anh Nam,0768532985,TAKEAWAY,,0,CANCELLED
d0a7f30e-eb51-4dba-9869-8c8441bd36a3,7714bcc8-ce52-4d4e-964b-715a4c0aba9b,2,2024-12-08,14:00,,Nguyễn Thanh Đức,0955584640,DINE_IN,,0,CONFIRMED
f081e073-0b9a-4f33-8a65-9f6173586e5f,8632a75d-7e7f-4b1f-a1d7-335b1f40ab7c,6,2024-12-11,18:15,,Hoàng Minh Phương,0547565946,DINE_IN,,0,CONFIRMED
c0e84e88-6599-42a8-8fda-b072fa7abc15,37500975-b7ae-48da-b321-6acc46fd6ad2,2,2024-12-17,13:30,Extra soy sauce,Phan Quang Linh,0750510059,TAKEAWAY,,0,CANCELLED
9e98623e-960f-4852-9ef6-078bcae655ba,6821ac63-bed6-4f3a-b780-b49807879820,1,2024-12-23,,,Phạm Thanh Đức,0964982218,DELIVERY,,19833.83090084875,CANCELLED
d39928d0-7a0d-439f-b97a-c2c217b350f5,1be9ad5a-d3e1-43d1-b31f-43f125e3e2fc,7,2024-12-31,11:15,Window seat preferred,Vũ Thanh Hùng,0779578928,DINE_IN,,0,CONFIRMED
d3ceea57-257a-4cc1-a33d-0269fea29504,c7aac7a8-39e4-4efd-8bed-3aeec26a1ed6,4,2024-12-24,19:00,,Bùi Anh Linh,0778165542,TAKEAWAY,,0,CONFIRMED
5c320117-7737-4a97-a14b-95aaaae95432,f92583b5-b35e-482a-8228-2ea58629a0ab,5,2025-01-06,13:30,Window seat preferred,Phạm Thị Thảo,0583915612,DINE_IN,,0,CONFIRMED
2cf6e780-06b9-49c5-8fad-dbb66ff4a5ae,45216cc0-88c0-4037-859c-aac49f128fe6,4,2024-12-15,12:30,Extra chopsticks please,Nguyễn Văn Nam,0996603485,TAKEAWAY,,0,CONFIRMED
e1324481-7f1f-4fae-8ca1-de1d545a5366,39680561-3253-4cfa-8f5e-b737edc8f4fe,6,2024-12-26,19:15,,Nguyễn Hồng Hoàng,0895734770,DINE_IN,,0,CONFIRMED
9e7c4038-8c86-4daf-8980-2f35c078e094,11482cf7-f676-42cd-be2e-aefe599da349,4,2025-01-05,11:30,Extra soy sauce,Bùi Thanh Thảo,0833071179,TAKEAWAY,,0,CONFIRMED
b18273cc-43eb-46aa-9423-916c459303b2,f699f130-4238-4ce4-96b6-4c6a9286ba36,8,2024-12-30,10:15,Need high chair for baby,Vũ Hoàng Hùng,0372978114,DINE_IN,,0,CANCELLED
a7c73292-1bd4-4af1-80dc-eeaad89d0d59,ad71d05a-497f-4702-ac8c-69a31d489cb5,2,2024-12-13,12:30,,Phan Hữu Đức,0997592903,DINE_IN,,0,CONFIRMED
41a783c7-9938-422e-b884-817ae4cda955,f8c896c2-2685-4a97-8de4-1e92b2b4c555,1,2024-12-19,,Please call before delivery,Đỗ Thị Anh,0354557485,DELIVERY,,15000,CONFIRMED
5d946d3a-148f-4e96-9d14-670c81aa92ad,bf02397d-9641-4209-b2d2-e246bc490b9e,3,2024-12-07,20:15,,Huỳnh Hồng Hoa,0892914121,DINE_IN,,0,CONFIRMED
f189a7dd-6474-479e-bbc9-bb9590c6cddb,3eb97977-9a5d-4411-af57-406e064d510f,4,2024-12-26,17:15,,Đỗ Anh Đức,0999847578,DINE_IN,,0,CONFIRMED
4ec20f2e-7831-477e-8aad-e821fa270618,e60d2197-0b17-4ed4-b31c-95764e82df5b,8,2024-12-08,18:00,Window seat preferred,Huỳnh Văn Hoàng,0949917690,DINE_IN,,0,CONFIRMED
1f8bb5df-e25f-4174-b576-7512cc4edea9,8d0cc850-eb4d-46aa-bcef-1771ec387599,2,2025-01-09,14:30,Extra soy sauce,Phạm Hữu Thảo,0909501275,TAKEAWAY,,0,CONFIRMED
2208d542-f761-4f98-83d5-e0d0c07883d7,17d22ffd-5af9-4cef-84db-57864a6203da,2,2024-12-26,13:30,Birthday celebration,Võ Tuấn Đức,0706169726,DINE_IN,,0,CONFIRMED
662b2e90-b9d4-4047-a317-1e6ecb648e28,90ae6ad3-f89a-46fc-b0cc-c3b6555dcb3b,4,2025-01-04,11:45,Extra chopsticks please,Vũ Văn Phương,0508815979,TAKEAWAY,,0,PENDING
b655af88-54a2-4965-bd46-21bc6a7030e5,a4fcdd07-56e4-4a15-a230-8c6f765a0baf,1,2024-12-11,20:00,Extra chopsticks please,Bùi Thanh Linh,0332047578,TAKEAWAY,,0,CONFIRMED
86a136b5-a19e-4698-b442-c269561ee20e,fd83cc8c-c7ac-4261-9a06-8b40d33fd838,6,2024-12-29,13:15,Window seat preferred,Nguyễn Văn Hoa,0802734762,DINE_IN,,0,CONFIRMED
95900e57-5638-41dd-ac44-7622ad7c700f,8dd958d3-8512-4aa0-9d77-816dc55f709f,5,2025-01-07,19:15,Need high chair for baby,Phạm Hữu Minh,0989800974,DINE_IN,,0,PENDING
d1ce5b11-39b0-4a18-8c9c-177472cba8c4,7b9d46ad-b5fb-4c49-9c9e-8c594335a8ee,7,2024-12-05,12:45,Window seat preferred,Bùi Thanh Minh,0949453682,DINE_IN,,0,CANCELLED
2dc62765-f660-4fc1-8172-773020ea806c,1b581632-be0c-43a0-a1ac-f5edcc8deaa6,3,2024-12-16,20:15,Birthday celebration,Võ Anh Anh,0330118566,DINE_IN,,0,CANCELLED
2d55614e-f1ea-40ac-93ba-fd4bab1a19c1,d3e2878f-1dc8-4ae2-8633-e81d1f685382,4,2024-12-18,,Leave at door,Trần Quang Thảo,0730811563,DELIVERY,,22576.4672616608,CANCELLED
bd6dc2cb-838b-4516-be25-f7eb0ce86f41,0664eda4-83c6-4d23-ac94-6b299b3d388c,4,2025-01-06,,No wasabi,Trần Thị Hùng,0867373874,DELIVERY,,32644.86288603194,PENDING
174cdba9-a6f3-4ba1-9e19-38f81f5ffdf8,a5959021-3d9c-40c3-8ca0-90638194aaf0,1,2024-12-29,,Please call before delivery,Đỗ Thanh Anh,0556441861,DELIVERY,,27245.410952775077,CANCELLED
def01965-3de7-49f2-8457-f600257a1727,b158a4a3-e243-4bb0-befd-797a2bdf8208,7,2025-01-03,19:30,Window seat preferred,Đặng Văn Thảo,0550458340,DINE_IN,,0,PENDING
acd2e3fa-975f-4ad1-be31-3b5e0a08d0b7,4c67d3b7-7ca6-4433-adb5-9c5d3721cd73,3,2025-01-07,17:30,Window seat preferred,Huỳnh Quang Hùng,0867746422,DINE_IN,,0,CONFIRMED
942a8acc-424f-42c3-9ffc-73b69eb1cdf6,6e09724f-cdaa-4316-b1c6-54dfa69974f9,3,2024-12-30,13:45,Extra soy sauce,Bùi Hồng Phương,0521352555,TAKEAWAY,,0,CONFIRMED
50755d6c-79cb-4a38-9def-0e49429a6432,4a43eeb5-25aa-40e0-8631-c29638b492ee,2,2024-12-13,13:15,Window seat preferred,Trần Văn Hoàng,0529762048,DINE_IN,,0,CONFIRMED
096cc32f-b1b9-423e-bd4b-3425407ca662,283f04bb-421c-43f6-aee3-0029db221e23,3,2024-12-30,,Leave at door,Phạm Quang Hoa,0926131097,DELIVERY,,17426.645819291003,CANCELLED
bf768dc4-a550-4077-9e82-dacec3a00b21,9a9d62a4-b620-428a-9d3a-7fd87cd234a3,2,2024-12-15,19:30,,Hoàng Quang Hương,0551345642,TAKEAWAY,,0,CONFIRMED
