UserID,Username,Password,Role
ec0558fe-fc80-4eac-ac2a-f2607d485d1a,phan.minh2978,87cbBHuJR36#,CUSTOMER
6acfdaa8-6dce-4a4c-a0d0-1b730dacf649,nguyen.tuan7267,OhM9^iIV1Nqu,CUSTOMER
99c8fa64-7be2-49be-9b22-fabf13870daf,hoang.thanh8966,IX8xTFSH$2jd,CUSTOMER
acd8380d-c438-4228-8144-333bb8576db3,pham.tuan5180,2dhyB7c%jkEG,CUSTOMER
b305855c-429e-4284-a4f7-f8b640e1ce51,vu.thanh9895,cFluOuIYeFOg,CUSTOMER
b581e403-a4d9-49a6-a281-101a7dd471d6,dang.anh199,3YNc7q3UUOYK,CUSTOMER
47e935dd-d351-4503-913d-27d22f166606,huynh.quang1959,ai1w#l2o5NCY,STAFF
46a8c3e7-724b-44f1-b39f-916856fdd273,nguyen.thi1356,%f1HHAtTP5SI,CUSTOMER
6523d3eb-3f28-4ffb-ab27-084276091250,phan.huu4112,&6bd6HLA%smk,STAFF
0afbb9f5-eab4-4d4e-a059-555314033d95,do.thanh2795,xlYWCef0U^4r,CUSTOMER
2dd715bd-3405-417a-8dff-0062186213c1,dang.anh1314,18Wc2L@cQNxo,CUSTOMER
6c19df11-a4c1-44db-8e1e-0b8d6ed26b59,phan.duc1770,R@tQ#GE4qFUq,CUSTOMER
f81d643f-844e-409a-942c-bffd59de1d34,vu.thi9662,kRvdHMuXL6GC,STAFF
81e7978d-b60c-4f5a-8281-43e92f3f46cf,bui.duc6603,JPGyTHTbvVY*,CUSTOMER
db3cc3be-5f91-4aa7-9c7b-78c5cb018bbd,hoang.minh7195,uUm2DHoxD$Xx,MANAGER
6b150f23-98e9-4476-aa30-e0a1e6af1913,nguyen.thanh8408,ho2ewPxyCUbM,CUSTOMER
e56d9835-0b17-4cba-9139-0a9bee3aeadb,pham.thi89,qD1nZKHTrtv5,STAFF
1c2dcc6e-d959-4c6f-a0b1-54210c99749e,nguyen.thanh7555,vMhdo^N40AKk,CUSTOMER
786cca4e-6b38-4af0-a3be-12b700d435d5,hoang.thi5857,ioscQ!OLoM0d,STAFF
01ba7d9f-cda1-4192-bd62-f9e1368cadb6,tran.van7377,rDMbQDCVgd&r,CUSTOMER
1541af74-f02a-40ac-ad2c-a2e333327fea,do.quang4646,8nyqOQkSanIh,STAFF
c85393a8-5ebc-42e7-969e-7a118ee0b8ab,pham.hoang4495,lji#0kQWIvhO,STAFF
3e4040f5-4f53-469f-a40b-b62f49ba9c6f,tran.duc796,D1go%2ndzByt,STAFF
8e60a08f-6630-4936-972f-949e0ff25f00,huynh.anh1208,o7OL3igeK7op,STAFF
aa63979b-3de4-4298-b9e6-b94128bb5243,do.duc6005,!i!GdLsdtTu^,CUSTOMER
79e23d69-3ab6-470b-b891-379912325a9b,tran.thi2242,Zq0vRtarqmuz,CUSTOMER
734415fd-bce4-4970-a414-03b4bab5d000,hoang.van8332,!Kahunc1!GCE,STAFF
f05aed9f-fb07-4f58-bca2-43d8b2e19c7e,do.thanh7677,G*Fs&qW#R7mc,CUSTOMER
9ef9e073-9838-4682-8f04-8c9790319895,pham.quang5454,G3$KI5Cf5MsA,STAFF
aefb9e6b-4049-4eba-9afe-878bd1884aac,vo.van9268,5k%cC7BmKIiR,STAFF
295ce8f6-0b26-4e31-9038-d4cf849a83b9,le.hong3409,C2xjC*kOOgy8,CUSTOMER
8cec6a60-0512-4448-8f2f-9daddad9833a,tran.thanh1774,FdYOftZ&fAjk,CUSTOMER
db10856a-4192-4f96-bf08-fdc666459e24,tran.huu2039,pFJS$VESh8j%,STAFF
a74f83cf-8a65-475f-ba1b-d35ea0710f8f,bui.minh6280,OtNTalR3q#gN,STAFF
33d118d8-30a8-4a33-af3e-d141aae75b67,huynh.anh2400,eJ1@R0h1E8mh,CUSTOMER
6b4306a1-e3e0-47ed-8c8c-501a08321ae0,hoang.anh8609,0hC0JkIN25of,STAFF
0e770bb1-060b-4e5a-ad2d-75c9b5fe1690,dang.tuan3236,kTnex^O!qLCR,MANAGER
cc4ce6ea-a7ab-4a8a-a136-b97e513d3262,do.nam3389,Q%u8H^TIJZ2X,CUSTOMER
2d5cab52-7197-4843-85a2-b69d904f0cb2,pham.thi5188,LAGGxPW$4A*@,MANAGER
d3f712bc-9284-43b4-a254-c93be69918b5,hoang.nam7376,v9t%PNn0u5c2,CUSTOMER
d05de862-45f4-4643-a08f-ad69c9bbb2a6,dang.hong3856,0wc!Q0xlPeoi,CUSTOMER
e41707ab-8350-4c27-94e0-83806da6ece0,le.huu1668,rNayKpIW^RTY,STAFF
7f886657-8d47-4015-b416-7a70f2efb77c,pham.thanh4340,8g5NDGGGve&E,STAFF
4ca29208-aecd-4bb7-a13b-3cf96a126d62,bui.thanh6676,Kf3M@yM24VCy,STAFF
ef1da852-6146-42c8-86b3-2b365b0fdaad,hoang.hong3805,XJsIQJ^u4HIk,CUSTOMER
b45d1974-9e65-49b6-96a7-2e9f55c686db,phan.nam3055,d8Q!rVHidP0g,MANAGER
21966637-86cc-4ccd-a95c-be8bbd5c3f01,tran.duc9578,kIR*Pn4BPj*e,CUSTOMER
8e566b31-3c54-4d51-a459-a3563316f86c,pham.anh2486,XOkTHz9YFDB9,STAFF
2774a5f4-80a1-4dfe-b5d4-42abde730d33,tran.quang4234,u4Th!O%$vY7e,CUSTOMER
43728c3a-9f33-4b2f-891a-1aa90ddbb72d,vu.quang483,DyYYnhR7jLwD,CUSTOMER
4daa9dd8-a89a-4694-b341-c5f846db804a,bui.tuan7772,D0F7XTsY9J1%,STAFF
adc0ce83-282a-4f66-a55f-cf069b42da4c,vu.quang5396,KI6lz8Ww&fMX,STAFF
f1b48e52-e25e-45aa-a564-01727048ca22,vu.thi9233,yHJgek!reCYW,STAFF
5bae754b-e0a4-4a99-94e1-7f19b583358b,nguyen.tuan7461,KqWupeorssPq,STAFF
6d6e37c4-9deb-420e-b6eb-376c8cb2a72c,bui.nam7460,3svm*FGhTt#c,CUSTOMER
2c654ee3-2b56-425a-b99c-4e6897bbdbc3,tran.van5147,1Myw@wDG9*zX,MANAGER
4798a791-966d-4139-a985-693beb990dd2,vu.tuan245,Idoj%99mIVr@,CUSTOMER
6307165b-f8e5-4d46-9ac5-5a4d5aa096d2,le.van452,xj*BkMTIt4&s,CUSTOMER
fa3a3066-99cc-421c-b78d-59b278d5f48c,le.huu603,g7QkbQjWCSg@,CUSTOMER
5b1556b6-3801-4483-977c-493f3b96f3bf,dang.hong7866,Qw$ES76auIYC,STAFF
e8bff57c-1f4c-4946-b6c6-f364c129d454,phan.van8376,Zs47x%**Kcd5,CUSTOMER
d775b61e-7094-4587-90ee-19994743948d,dang.huu8906,eksfplbHKRyH,STAFF
5e450c65-359f-4e6b-8367-5744386b3699,pham.quang7434,5x9TTTs8yGDx,STAFF
d823dacc-6332-40c8-88dd-51bfb4c71edf,do.anh5855,T16!u2bZs^ty,CUSTOMER
be6f08df-1397-48f1-b055-adf9d34473f7,phan.van9505,0yz&GGl$18^x,STAFF
ecf0f6b3-e6e4-4e0a-b630-5754cccad436,hoang.hoang9306,5YSFOFrgkUSs,CUSTOMER
4814fe88-14b4-4c88-905d-6a5c309836d9,nguyen.nam2039,v4S42#J6RNyK,CUSTOMER
02552e57-5d4d-4ba0-9f73-40effc355ae0,le.hong9774,j&Yz%PzOS@B2,CUSTOMER
771005cf-a4f9-4659-b4c3-63acfd435d70,hoang.hoang5978,I&QV!fQoP*6T,MANAGER
62de1a2a-e77e-459b-8868-c351fdeab70d,phan.van4621,$GXi#hER4ZKQ,CUSTOMER
27c7749c-88b0-4afb-983e-0068fb54084c,nguyen.nam4735,dtVAofWsiv79,CUSTOMER
30936290-4ca5-408e-8f18-c6f035953c11,hoang.tuan6808,LWsjUK@$&OGD,CUSTOMER
d2ef5661-1de2-48b3-ab6a-e8d6a738e539,bui.hoang8292,bb0FFoiRJZV^,CUSTOMER
d037ad10-0677-4593-8845-249413c2b19c,nguyen.hong3010,joYYf#98YR!0,CUSTOMER
18cbce73-1c2d-431e-a150-bc8b94558b88,pham.quang7254,#Pqvz2o1#g46,CUSTOMER
23c6502c-bfb4-4a08-bc30-49cee2f42550,bui.hong242,9Bi#jsp^D9gC,CUSTOMER
26177696-abc7-4f0d-bb00-255ae97f67ea,pham.hoang4361,Y7y@LWHE84jC,MANAGER
ff13e3be-d893-4238-a0eb-9953d27aa198,huynh.van1337,KsEaNr4FKIXC,CUSTOMER
3b95485a-20db-4154-8220-bc95872e12dc,le.van2359,9Y!$s%t@QeVt,STAFF
cd56b64b-39a8-497c-a58f-ab3c5f2deb03,huynh.minh193,YcNazZ$1m#D*,CUSTOMER
b3b0dffd-60c0-4dc5-acf5-696ce69fb291,pham.anh2012,5qXd%PugEqq8,MANAGER
abe8c93a-710a-4119-9c98-c04b24d8fb8f,phan.duc354,tC^YtBhpqv2O,STAFF
3d2b0883-2692-4aa4-a15b-18a9f89898e8,le.hoang8129,ir9dXP#iYVqX,CUSTOMER
0a329ca9-9ce3-4ed4-9434-3acb18c184c6,tran.thanh625,9p*CRF6gXBss,CUSTOMER
0e720e04-1347-438a-8e40-ba9d3ef7134c,le.nam8058,WEqGI*Rwf2yc,CUSTOMER
c6b14438-57e1-46b7-b121-117146e9e28d,le.huu5413,2B2sPKB1@z9W,STAFF
7c6d8930-3c1b-4a13-b6a5-8983034c0bc7,le.hoang4521,Cy41r^n&varQ,STAFF
975ff6c3-9290-43a3-8c9e-98e9b0236b21,dang.anh9031,p@%80Rss@OIs,CUSTOMER
89aae62a-3da0-4a62-8e0b-820897832a6c,pham.quang797,A7gYjRMQ5@E!,CUSTOMER
7aec88bc-2d6e-44e9-a429-2a0f1a2c8b85,bui.nam9029,Tx3kXviBkZPG,STAFF
bd6ca9be-2cba-48e4-8363-3a4df6f2937b,vu.thanh3041,irElTI!g5#Vs,STAFF
08e4b393-53c4-4058-bf26-624075b0ea29,hoang.minh6418,%FZw*h231Fsd,CUSTOMER
5a86b9a7-7a11-41d6-8761-6ee67724fa66,vo.hoang5796,9K8bZi#6lENr,STAFF
dced6655-05d3-426c-8497-cbaeabf2b626,hoang.huu5153,dX^zsU27JrrH,STAFF
8c79ca6e-bed3-40e0-9aff-da654a3215c3,huynh.duc1949,x*LviH8kpIqD,CUSTOMER
6100cb12-ac5e-4453-ace6-99e8483f923a,pham.anh9546,vOFtm*zII*bJ,CUSTOMER
9b37c07a-a739-4239-8cc5-131d56d56d8c,vu.minh6688,^22vfWMhD2GW,CUSTOMER
a8e14894-6768-4071-8ec6-e4e1eac7f4bb,bui.van6789,bsQ8bw9vas4J,STAFF
8a3d4a7f-650a-43ef-9b44-41f65f290466,hoang.tuan7483,rNReoZGU3ESk,STAFF
883f8966-f672-4140-b74a-d0c96374c708,dang.thi2831,e5MNt&D3p80m,CUSTOMER
cb05cc2b-6982-4285-84e9-47bef8a9180d,pham.minh1044,PW$U&lPRPtd1,CUSTOMER
49411920-780f-41ca-ad2a-f1dfb1a2377f,vu.nam7795,99oF5bA@TsJ4,CUSTOMER
3753b9ce-229f-48fe-8963-bb621c868dce,do.nam5653,K9h^^DwGYs%v,CUSTOMER
7ede6e5e-9a40-4944-88d7-fb4c06c8cf71,do.thanh4650,T0R5vD!m@UOj,CUSTOMER
10ad63f5-8d52-4c72-a311-49146c22e43d,vo.huu5259,W$6dGkt$pmg&,STAFF
7d1a8de0-8048-4b01-9337-31481c588444,vu.anh4399,Dt*A1X!qkC4T,ADMIN
e8a2c81d-94d0-4d9a-8030-412f0f512bbd,vo.duc4455,1P2mGRIDp6vU,CUSTOMER
888f8d17-decd-4595-9299-965138da3606,hoang.tuan8250,6elfO&EF7A@x,CUSTOMER
640b07c9-2e79-46f6-9a56-f17f572fd0ae,tran.thanh9604,ok&C!Y!F7t%X,CUSTOMER
c928e46a-5bff-4448-bd29-f7ca9025e76e,hoang.thanh2828,dRHJPrWMiI8N,CUSTOMER
8dfb99c0-b184-4122-a9b3-d8d057209468,vo.nam3864,7AYfO5G0K81e,CUSTOMER
51818f20-1203-4e8c-a409-4a479f72a2f9,tran.hong4195,msFCY&uSWVKg,CUSTOMER
598d3cbf-c01d-4746-9128-1b3e9a4b6571,vu.tuan2248,kL2T&XEHme1K,CUSTOMER
c40449e7-b6b6-45df-a387-d36d9cd5e96f,huynh.van5266,&TTTA^o23SvZ,CUSTOMER
60a4ea91-2c69-4936-8ce4-7aec071c2551,vu.quang4342,k$Mixtxw2pj!,CUSTOMER
aa765753-bc9e-4d73-b702-0eca8250b188,vu.quang7713,1u#WSzzkK@9e,CUSTOMER
0b6ea2dc-4948-42e6-bc01-95278d7bdc90,phan.hoang6707,8$*YXjY*PR%x,CUSTOMER
34fab702-ae0b-48d5-8eba-21fa5c8b8932,phan.tuan6815,xpeygwq@a4*h,CUSTOMER
e6ce57df-8d47-4771-b9a7-82aec204816c,huynh.huu7617,Iny3$rBH5@GP,CUSTOMER
d47fd02b-a538-4250-93d3-d59340672796,hoang.huu7451,4In#@Sr6vDz6,CUSTOMER
76c92827-695e-4004-85af-38f7a3147efb,vo.duc4629,MqQTbwBsRZp2,STAFF
b33180f1-1a21-4754-b07f-acd36cd8a1c9,do.thanh5926,7d%Q&EGX0zrA,CUSTOMER
8b2c2ac5-bce0-453c-a2ad-7d08e55fd483,bui.quang9013,LlPxBNhS^*36,MANAGER
13afebb8-5575-4eff-a5eb-e72b929f6470,nguyen.minh3867,1W8G5n6v5fk0,CUSTOMER
ab166095-d632-4005-b445-f11286f332ec,vu.huu5653,ACDvujW7$8h%,CUSTOMER
07770fe1-4fdf-462a-a0a1-651c04d1f8bf,tran.van6315,C38BoRgJluwI,STAFF
9559a640-7aae-4afc-beef-d806fe8c041e,nguyen.anh2656,^MP$C8M%zG%n,CUSTOMER
fb877c2d-7d2f-4c15-9a1b-f3234f2aaf30,do.quang8863,BhLjbSefjvg1,CUSTOMER
b14c2dc6-60e8-46ed-9e5a-dae0e102d72d,pham.van9978,WZC9cZ%MBC%&,STAFF
d7c42c1a-e032-4053-bf84-1e31025a8079,vo.thanh9273,WjxpL*hpfMma,STAFF
64913243-5f0d-429a-94ea-80c4e1384c6f,vo.thi711,xCb^Aw&w2fMI,CUSTOMER
f79a7e4b-a018-4591-ba31-a2b264bd4bb4,phan.nam6574,lu#ufVcd#Ym2,CUSTOMER
8e1b2d18-638f-40ca-8036-8e1fb35b5ca8,hoang.hoang2705,9C0^&F1knbLW,CUSTOMER
97d88c50-0763-4b92-9fe9-18643f238528,phan.thi6998,!eUt01CW$B6l,STAFF
b7d77771-0df4-4e13-8ab9-90403e76478e,vu.thi9950,tinZoN4q%JPz,CUSTOMER
39998e13-b37a-4d79-af38-73a3dad7651b,dang.hoang2514,HSC%&EyqvQJP,CUSTOMER
7897ae40-5a7b-463d-af64-422d83b214b8,dang.hoang8056,jvoi6v%881z6,STAFF
05181053-9a06-49a8-a7f8-eceae482ce62,bui.duc3247,%PfPZG^lFDAB,STAFF
3a18eef5-a90b-4655-9e1d-a6bdfbbda2b8,huynh.tuan3209,c9fgids^nM*c,ADMIN
9dbe69cb-68f7-44f9-bd22-7f8fb16ff0a8,tran.thanh2740,7WvMeX^KLc$l,STAFF
ba0bda4b-d7b7-4f9d-8212-547fd1233b34,vo.duc2054,4wGbJkGMtv!N,CUSTOMER
64fb1238-afea-4a23-82ce-7603ec80b635,le.tuan9113,Xt@bQRIuL0yU,CUSTOMER
43910615-2e8d-458e-9083-4acbe7091ac8,hoang.van1882,d5sHyx%86vuL,STAFF
55cf0085-6903-496f-80a7-84965d644b5b,vo.quang4688,rpufLIKp!ntV,CUSTOMER
c0ba295d-1eaf-4995-82ff-9b8f457f4643,vo.anh2930,@QhW5$IRKHwT,CUSTOMER
7a7c0a61-586c-4545-831d-33342445c8b3,huynh.thi568,5RjJNuQMzLIR,CUSTOMER
24c94e19-e543-4d65-ab5f-0925da26d813,hoang.hoang3437,i%g!rtoFdZK&,STAFF
1ee79884-276c-4fcf-aeb7-03812551b333,le.thi2398,ca9kRVOsdF*3,CUSTOMER
399688d4-b098-4798-92f3-88d29b2a6411,huynh.nam7527,$gA#IvYBBPkl,STAFF
d2dab059-8e61-4865-bc65-168b7cf2e212,pham.anh5214,5r1$IYUVR$!N,CUSTOMER
0c15420d-beac-4628-9fd7-5e613be1df02,nguyen.tuan6023,$8#nVph6Gu8k,CUSTOMER
663ce009-ad6f-4084-ad0c-39a27e87d4a6,le.thi7359,LU%QBaQRZG8A,CUSTOMER
9ffbcfbe-35ae-452c-ab21-54224ffae7fd,le.tuan5616,5cikNNU*nqJ$,CUSTOMER
e573e034-040c-4d22-9727-793ed66e3a26,le.nam2292,3o498yivDeMe,STAFF
2e55fbb6-951b-49b3-9731-a3c61fa02259,nguyen.minh3471,i$bvSZ6R6Pw*,CUSTOMER
a84704fa-7ce4-4843-8a81-236881825d59,le.anh7024,qZz$5nJrNt@L,CUSTOMER
a9ef6564-c464-496a-bd3d-d08be632901a,hoang.nam4011,wCK!lG1j&C4s,CUSTOMER
7078cf51-3820-4c3e-9f7f-ba5ba850a025,huynh.hoang2978,BI!kKaz$JR*G,CUSTOMER
1ae9ba9f-0971-4eb1-829a-d91a486b2c6f,huynh.minh4758,%TzOMXe4^SRd,STAFF
1e2f1363-6d8b-477a-b181-d7057e164364,tran.nam5024,36a%wN8UTDqh,MANAGER
67ebbc08-25c0-4c91-a893-90514fc46433,le.thi8731,1k5bMDxUfVbN,CUSTOMER
f0c1e2a9-ac53-49b8-8a77-97a9bc60f839,huynh.thi60,!x@V^WntQXsr,CUSTOMER
c5750be2-d906-4438-8976-536628cd71fa,nguyen.duc1144,4wA!nRb$xvXZ,CUSTOMER
253dbdb4-5367-4810-ac69-a46dd342132a,nguyen.huu1168,TjMT0vRSEH8R,CUSTOMER
1dc69753-a1ce-415c-a3ce-effca47e8dec,nguyen.hoang2374,C&VIfwXWoizf,STAFF
eb96d48d-90e8-475f-a662-4e5986ff634f,tran.thi2921,3WHRZH4IumXA,CUSTOMER
187e785c-fb87-4491-8933-d2dbd201a704,vo.hong4186,rf8c9X$ngwR%,CUSTOMER
73c4aa9d-9cd3-4b7e-b0e6-2cae64aa7fbf,le.nam1208,n&gK88xz5K^e,STAFF
328968bf-0e84-4451-8145-0f28f55d96cb,vu.minh8131,Ln!PptoEOShN,CUSTOMER
306668c9-4ae4-43ec-8ef3-e52932e000ff,dang.hoang2285,p9L$sxL2GSZT,STAFF
502f8042-b0ad-4fc8-8fb5-0c3ce552b7fb,pham.minh4756,kCu7fLerrFtc,ADMIN
ba739401-197d-49d1-9b7b-45eea50bf2c4,le.huu2643,K0EgWSROl#Qh,MANAGER
442e0ebe-5775-4f03-a8e5-f4305b5d4121,bui.nam4224,&sgl0tdhB0g9,CUSTOMER
e0f36535-70ba-45fd-b063-08505630b180,bui.hong7990,8D23EWzJOa%E,CUSTOMER
538b6274-9b95-418d-9ecb-58195c3f8427,vo.thanh2763,B*N*UE8L&Hyn,STAFF
9747d750-0ee2-46c6-881f-2054adb872ed,vo.nam7088,zN1fppqhfukJ,STAFF
465a3b5e-0798-4452-a709-acae425079af,huynh.quang109,Aw5Ek1&m%ys1,CUSTOMER
885c58a3-6943-4864-b34d-a1210865adae,bui.tuan1971,5pXMVu*M%%uX,CUSTOMER
877ae361-d8bf-49d5-b72d-06ccef458e0e,phan.huu1482,Xb$cxj4PkS8a,CUSTOMER
d720a617-47df-4ae8-931e-05b21e18eb62,vo.hoang7439,4Kz%7d@YQHGW,CUSTOMER
cfb9754f-3cc0-4836-a7e5-22518c78408e,dang.thi1015,N5DAx!6IM8Ze,CUSTOMER
1a043c76-ccac-49e5-b34e-b8918a79aa3b,hoang.tuan8651,UyG6Ih4eEEyV,STAFF
3937ad95-2b88-4b0f-90a0-05c54a7269fa,dang.minh3039,p^^UA&K%UvZ1,CUSTOMER
14670cd8-4f9b-4ce4-afc9-b0f183da5773,nguyen.thanh8506,9oeg1P&7cee1,MANAGER
d05eff91-f9f9-4a38-8ecb-243d01a41f0c,hoang.anh5806,TkdMOBethxS1,CUSTOMER
827220e6-0387-4093-bcc8-821e1d220f65,vo.van1638,Bj8M0jiy&dsI,CUSTOMER
73888d45-2ef6-4eb3-a438-d04eace70be4,pham.van605,AECQWhEuXr4s,STAFF
a4d8b448-46b9-4333-a474-8062a5fde97f,le.van9593,mDtkQxVcO8MM,CUSTOMER
76ab3ad5-e2c7-44d6-94ef-28d8f6c622d5,vu.tuan9912,vUSIpx8Lr%st,CUSTOMER
67b4f707-a86f-4709-9a15-a5d801bb6cac,dang.duc4446,#c%C!fzB4enI,CUSTOMER
b909be14-68e2-422e-8418-1279b51958cf,dang.hong4471,lU*G3c0S%P&c,MANAGER
5094b2fc-ae0f-4b80-82c4-6c0e68b82489,pham.anh4000,xAjxQ$Aa7Xu0,CUSTOMER
2408cae2-c12a-484c-b5d3-f33ee1120f82,pham.nam7422,QNd#xhFhaKDF,CUSTOMER
d4e6d94c-e5d8-4b3e-a73b-a392123ac182,dang.huu6993,NYH#JIBgf8ai,STAFF
661bcb92-d801-419a-bca8-062c8619c721,phan.hoang1142,w1lm*2*YEpLQ,STAFF
76568163-c3a5-4026-8db2-1c21488ddd30,le.huu6636,nqlEl5k0gNzN,CUSTOMER
3e7ddfce-1092-4007-93b0-1f39dfe7dfda,nguyen.van1298,OkY7m2hK@tWx,CUSTOMER
4e304ca1-ba83-4998-8c3e-a3280b3f391e,hoang.hong4230,oscWXTanduHC,CUSTOMER
bd0443c6-bdcc-4ac6-a20b-d9aef6ca168b,dang.hong8120,YFxg2WFvvJr^,MANAGER
a665a392-8fa8-4f0c-9cb9-4392585fb096,hoang.hoang2584,BQ3BqNLs9IZl,STAFF
e7b0fc45-5149-4bcb-8e01-5c1bc2ddcd1e,vu.nam1559,AzV*Y9WgJTsb,CUSTOMER
3656994e-db8a-460c-8015-2ed05702e238,vu.tuan3318,%fQsh7Rk7wkh,CUSTOMER
3d8c9e10-2930-43ad-9424-1ee3b45cb460,tran.thi8938,ufQuwdSXKo!X,CUSTOMER
93ae1ed6-b262-433e-86f1-6066a0be77e4,le.hong9355,BRghGruD%0AO,CUSTOMER
c8a5475c-3b2e-4fda-a67f-606e1e809781,do.minh1191,tQfxjgc!982C,CUSTOMER
a98a42d7-5f1a-42a3-a0c1-211333a4a3a8,dang.nam8937,5sOY4B9nrQSJ,STAFF
696cd942-42a2-48c7-b506-9c9007eff396,hoang.tuan8872,Yh4Vs^uhO@fC,STAFF
30c9eb87-86de-4faa-81b6-6d5ce4392dd9,pham.van4766,C#3sPtodGfj$,CUSTOMER
c15c15e3-0edb-4d02-9006-5ece3e000843,hoang.duc3081,jCy1c4LfpeJf,CUSTOMER
d8b0010d-d29b-4ddc-a1f8-9c1443188665,bui.nam4541,3X&P32e4s$lM,CUSTOMER
bb656315-4076-46dc-a0b8-ad9a32a5bcfd,dang.tuan7134,Li@WlN^pGWvU,CUSTOMER
89a40ad7-ddf7-4008-ad1b-c191f53f0691,le.tuan5886,BQTG#gEagUyW,CUSTOMER
d7eb648b-c199-4b99-a2b0-917bf3b6b22f,huynh.thi2984,ahmBOJfCnB&W,STAFF
0458b9d1-a987-4684-8dff-f90b49fb1047,dang.duc1175,DbA4^l8krsnD,CUSTOMER
f64a9cbf-5f2d-4175-a598-abf360f4d32c,pham.tuan3961,PBLtEwnQA0WP,STAFF
40514a6c-8d25-431e-bb83-40c0e78e7f32,tran.quang9615,twMh9c9xukl5,CUSTOMER
90e8b05d-d210-492e-b1a5-2d4438d0436b,do.tuan2977,KkcQEsINKujH,CUSTOMER
02672fd3-9695-45c2-b0b4-5a2d9dfcda2a,pham.nam1715,F&s@EHmWyWr8,STAFF
c715b83c-5050-4fc0-a7aa-de778e7f47a7,phan.quang8827,xUM%E@^M4uN4,STAFF
3c5f89a6-cb85-421a-82d2-b7d9048b1042,hoang.hoang352,%EMc6!SZvbFw,STAFF
ba7d5808-ac65-40b7-a284-d0b77664b43d,le.thanh5702,7$X39zgxCkYU,CUSTOMER
2cb75572-458e-439c-9b83-632bdd4504f6,nguyen.van1945,2GpZAl%11I@0,MANAGER
558d8638-a88c-42c6-9b0a-0ad8b16ecfbc,do.tuan3748,%mVQUxEK!Brd,CUSTOMER
fe01c947-fdb7-4076-9bfe-4cebe6ac56a7,do.hoang9024,kDgAuv^S@beD,CUSTOMER
91700669-078d-4bd5-8a2b-037c98c5ec2a,hoang.hong3204,8X1MqfHAYJa&,CUSTOMER
01e9dd1a-d8a7-493c-a74e-76a6ede96653,do.hoang8387,vwXcMxXNvsg3,CUSTOMER
99b64cf0-c279-4b4f-a7be-7190d97fb760,bui.thi4956,$!MPmOQZlYqz,CUSTOMER
7e3a8620-eb39-4398-8062-e49ace3f78ac,hoang.tuan6655,cfQSu*7ckdIB,CUSTOMER
c4f9e7b5-c4de-4f0f-bad8-a5bceb633059,vu.quang1320,L5Z^Put^x4zl,STAFF
0da36eef-ebc8-4430-bdc9-407d819d4f91,dang.thi4207,5VuPa@OC#kGj,STAFF
9c051be8-6c5c-4a50-980d-dd1eb584412d,vo.minh5042,q9dVpBrA^WGZ,CUSTOMER
